scenario,date,px_close,px_pctile250,oi,nc_l,nc_s,nc_net,d_nc_l,d_nc_s,d_nc_net,d_oi,w,t5,t10,t20,t40,t60
S1_nc_l_up_2w,2026-01-27,14.83,14.0,1006304.0,153423.0,321176.0,-167753.0,9767.0,-828.0,10595.0,20588.0,-1.3486176668914274,-1.3486176668914274,-4.855023600809172,-1.8206338503034325,4.720161834120029,-8.159136884693197
S1_nc_l_up_2w,2026-02-03,14.63,7.6,1059582.0,154357.0,364646.0,-210289.0,934.0,43470.0,-42536.0,53278.0,-3.5543403964456655,-3.5543403964456655,-3.1442241968557827,-6.288448393711555,4.16951469583049,-0.13670539986330166
S1_nc_l_up_2w,2026-02-10,14.11,0.4,1095771.0,167418.0,402819.0,-235401.0,13061.0,38173.0,-25112.0,36189.0,-1.9135364989369186,0.425230333097093,3.1892274982282087,0.7795889440113557,-1.133947554925585,3.1892274982282087
S1_nc_l_up_2w,2026-02-17,13.84,0.8,1099675.0,171981.0,425573.0,-253592.0,4563.0,22754.0,-18191.0,3904.0,4.9132947976878505,4.9132947976878505,0.7947976878612595,4.552023121387294,-2.4566473988439252,11.199421965317935
S1_nc_l_up_2w,2026-02-24,14.52,11.6,1054389.0,183446.0,429569.0,-246123.0,11465.0,3996.0,7469.0,-45286.0,-3.9256198347107474,-3.9256198347107474,-1.377410468319551,9.50413223140496,-6.404958677685945,1.6528925619834656
S1_nc_l_up_2w,2026-03-03,13.95,2.8,1048631.0,193313.0,438347.0,-245034.0,9867.0,8778.0,1089.0,-5758.0,2.6523297491039433,2.6523297491039433,3.7275985663082434,11.18279569892473,5.3046594982078865,-0.21505376344085336
S1_nc_l_up_2w,2026-03-10,14.32,10.8,1035892.0,198364.0,407119.0,-208755.0,5051.0,-31228.0,36279.0,-12739.0,1.0474860335195624,1.0474860335195624,11.033519553072635,-0.41899441340782495,3.56145251396649,-0.27932960893854997
S1_nc_l_up_2w,2026-04-28,14.13,11.2,972678.0,221030.0,364981.0,-143951.0,27959.0,16069.0,11890.0,-5474.0,8.77565463552723,8.77565463552723,6.015569709837232,0.0,-4.175513092710559,4.458598726114649
S1_nc_l_up_2w,2026-05-05,15.37,50.8,969640.0,247159.0,342678.0,-95519.0,26129.0,-22303.0,48432.0,-3038.0,-2.5374105400130076,-2.5374105400130076,-2.1470396877033227,-7.482108002602461,-3.6434612882238038,-4.684450227716319
S1_nc_l_up_2w,2026-07-07,15.1,61.6,997547.0,263310.0,322583.0,-59273.0,20190.0,-17267.0,37457.0,5207.0,-1.192052980132452,-1.192052980132452,-1.3245033112582738,-0.26490066225165476,21.721854304635755,
S1_nc_l_up_2w,2026-07-14,14.92,55.2,1000488.0,270018.0,332163.0,-62145.0,6708.0,9580.0,-2872.0,2941.0,-0.13404825737265424,-0.13404825737265424,-2.4128686327077764,12.198391420911525,22.989276139410197,
S1_nc_l_up_2w,2026-08-11,16.74,99.2,1115157.0,317380.0,289993.0,27387.0,39080.0,-56775.0,95855.0,59349.0,4.420549581839928,4.420549581839928,3.046594982078865,9.61768219832737,,
S1_nc_l_up_2w,2026-08-18,17.48,100.0,1174925.0,325076.0,247124.0,77952.0,7696.0,-42869.0,50565.0,59768.0,-1.3157894736842146,-1.3157894736842146,5.148741418764291,3.0320366132723153,,
S1_nc_l_up_2w,2026-08-25,17.25,98.0,1251139.0,364998.0,254864.0,110134.0,39922.0,7740.0,32182.0,76214.0,6.55072463768116,6.55072463768116,6.3768115942029135,,,
S1_nc_l_up_2w,2026-09-01,18.38,100.0,1275546.0,396661.0,265136.0,131525.0,31663.0,10272.0,21391.0,24407.0,-1.6322089227421177,-0.16322089227419623,-2.0130576713819237,,,
S2_high_nc_l_stall,2016-05-03,16.25,98.4,789143.0,261390.0,54891.0,206499.0,20266.0,3748.0,16518.0,16693.0,-1.4153846153846183,-1.4153846153846183,3.5076923076923006,7.138461538461538,28.123076923076916,15.692307692307693
S2_high_nc_l_stall,2016-08-02,19.05,87.2,846754.0,336519.0,46724.0,289795.0,5926.0,8086.0,-2160.0,15845.0,7.034120734908145,7.034120734908145,6.351706036745419,7.71653543307087,22.152230971128596,19.002624671916024
S2_high_nc_l_stall,2016-09-27,23.02,100.0,857858.0,365849.0,36553.0,329296.0,4940.0,2573.0,2367.0,-38780.0,1.0425716768027948,1.0425716768027948,1.1728931364031192,-0.39096437880103974,-14.205039096437877,-20.938314509122502
S2_high_nc_l_stall,2017-01-17,20.73,80.0,828260.0,228371.0,36200.0,192171.0,4895.0,-4282.0,9177.0,9139.0,-0.7235890014471891,-0.7235890014471891,-1.3506994693680663,-1.2542209358417877,-12.059816690786295,-19.440424505547515
S2_high_nc_l_stall,2020-11-17,15.31,97.6,1079515.0,350269.0,52626.0,297643.0,11141.0,-4577.0,15718.0,23130.0,-1.7635532331809367,-1.7635532331809367,-4.637491835401708,-5.355976485956893,7.446113651208353,9.274983670803394
S2_high_nc_l_stall,2021-01-26,15.74,95.6,1104626.0,299405.0,61545.0,237860.0,-17517.0,2337.0,-19854.0,2961.0,3.494282083862754,3.494282083862754,4.447268106734437,15.37484116899619,-0.6988564167725531,7.496823379923767
S2_high_nc_l_stall,2021-03-09,15.9,87.2,1031790.0,267363.0,54430.0,212933.0,-3458.0,6629.0,-10087.0,22404.0,2.515723270440251,2.515723270440251,-2.955974842767295,-4.779874213836477,10.251572327044034,9.622641509433949
S2_high_nc_l_stall,2021-06-01,17.69,96.8,1024776.0,309620.0,40394.0,269226.0,13395.0,-2840.0,16235.0,3476.0,0.11305822498586249,0.11305822498586249,-3.617863199547766,-2.6003391746749593,5.2006783493498965,11.531938948558507
S2_high_nc_l_stall,2021-06-15,17.05,87.6,1002786.0,308086.0,38425.0,269661.0,-3417.0,-2969.0,-448.0,-15101.0,-3.6363636363636376,-3.6363636363636376,1.0557184750733084,-0.7038123167155463,14.193548387096765,12.844574780058625
S2_high_nc_l_stall,2021-07-20,17.41,88.8,920665.0,282512.0,40043.0,242469.0,-8836.0,-4324.0,-4512.0,-7505.0,5.399195864445727,5.399195864445727,3.273980470993676,14.991384261918439,12.119471568064322,14.07237219988513
S2_high_nc_l_stall,2023-03-14,20.68,88.0,932452.0,324347.0,93204.0,231143.0,-5486.0,4080.0,-9566.0,3273.0,0.5802707930367523,0.5802707930367523,3.046421663442933,16.295938104448737,28.916827852998072,23.210831721470026
S2_high_nc_l_stall,2023-03-28,21.31,95.2,953477.0,314608.0,91779.0,222829.0,11974.0,-199.0,12173.0,24059.0,5.443453777569207,5.443453777569207,12.857813233223858,24.16705771938059,19.61520412951665,13.467855466916955
S2_high_nc_l_stall,2023-04-04,22.47,100.0,1005892.0,328123.0,81472.0,246651.0,13515.0,-10307.0,23822.0,52415.0,8.455718736092589,7.031597685803304,8.455718736092589,12.016021361815765,10.725411659991103,1.4241210502892843
S2_high_nc_l_stall,2023-05-16,26.07,96.0,963347.0,340486.0,69657.0,270829.0,-5992.0,-211.0,-5781.0,7372.0,-0.9973149213655552,-0.9973149213655552,-3.874184886843124,-0.8822401227464582,-6.712696586114308,-6.674338319907946
S2_high_nc_l_stall,2023-05-23,25.81,94.0,983887.0,350244.0,76434.0,273810.0,9758.0,6777.0,2981.0,20540.0,-1.8597442851607915,-2.90585044556374,-5.075552111584647,-3.4095311894614455,-3.099573808601308,-7.942657884540861
S2_high_nc_l_stall,2023-07-25,24.69,82.8,911185.0,303615.0,83801.0,219814.0,23117.0,-391.0,23508.0,30165.0,-1.2150668286755817,-1.2150668286755817,-5.022276225192391,-5.224787363304994,8.505467800729027,11.30012150668287
S2_high_nc_l_stall,2023-10-24,27.53,100.0,857661.0,320884.0,96189.0,224695.0,2222.0,5486.0,-3264.0,14999.0,-1.5982564475118144,-1.5982564475118144,0.07264802034143703,0.7264802034144591,-24.0101707228478,-14.638576098801314
S3_nc_s_cover_big,2012-07-10,22.49,41.9,669005.0,175206.0,62661.0,112545.0,108.0,-29823.0,29931.0,-9676.0,1.4673188083592859,1.4673188083592859,4.446420631391734,-4.757670075589138,-14.406402845709199,-4.046242774566478
S3_nc_s_cover_big,2013-03-12,18.81,16.8,797883.0,204540.0,169997.0,34543.0,3196.0,-28818.0,32014.0,12459.0,-2.4986709197235446,-2.4986709197235446,-5.103668261562988,-5.05050505050505,-7.2301967038809085,-12.227538543327999
S3_nc_s_cover_big,2013-06-25,17.04,12.0,861280.0,224028.0,222115.0,1913.0,-9631.0,-30048.0,20417.0,-52842.0,-3.110328638497639,-3.110328638497639,-4.8708920187793385,-5.223004694835687,-4.107981220657275,1.0563380281690016
S3_nc_s_cover_big,2013-09-17,16.8,23.6,848751.0,232210.0,155360.0,76850.0,-12857.0,-33890.0,21033.0,-73359.0,3.630952380952368,3.630952380952368,8.988095238095228,11.48809523809524,6.428571428571428,-1.8452380952381109
S3_nc_s_cover_big,2014-02-25,17.34,62.4,813934.0,247898.0,165051.0,82847.0,12424.0,-45811.0,58235.0,-30197.0,2.3068050749711633,2.3068050749711633,3.979238754325265,-2.076124567474047,0.46136101499423265,0.5767012687428075
S3_nc_s_cover_big,2014-03-04,17.74,76.4,787953.0,239036.0,119374.0,119662.0,-8862.0,-45677.0,36815.0,-25981.0,1.6347237880496301,1.6347237880496301,-3.382187147688831,-3.1567080045095786,-0.11273957158962622,-1.465614430665152
S3_nc_s_cover_big,2014-06-24,17.81,81.2,879261.0,268057.0,86199.0,181858.0,17154.0,-51344.0,68498.0,12997.0,-0.05614823133069935,-0.05614823133069935,-2.1897810218977964,-4.772599663110599,-11.84727681078046,-22.571588994946655
S3_nc_s_cover_big,2015-01-27,15.2,17.6,823104.0,241699.0,170291.0,71408.0,-3604.0,-44626.0,41022.0,7478.0,-4.802631578947358,-4.802631578947358,-3.223684210526301,-9.276315789473689,-17.63157894736842,-13.881578947368423
S3_nc_s_cover_big,2015-04-28,13.17,11.6,834880.0,237179.0,193960.0,43219.0,2577.0,-33914.0,36491.0,-18611.0,-3.1890660592255093,-3.1890660592255093,3.037205770690976,-9.870918754745638,-12.604403948367505,-12.300683371298405
S3_nc_s_cover_big,2015-06-30,12.47,13.6,838247.0,239238.0,233461.0,5777.0,-8819.0,-36948.0,28129.0,-27517.0,-1.122694466720131,-1.2830793905372895,-0.0801924619085792,-8.099438652766633,-15.557337610264643,-10.264635124298326
S3_nc_s_cover_big,2015-07-07,12.33,12.8,790993.0,236496.0,202901.0,33595.0,-2742.0,-30560.0,27818.0,-47254.0,2.514193025141931,2.514193025141931,-7.380373073803737,-10.705596107055959,-13.138686131386857,4.460665044606649
S3_nc_s_cover_big,2015-07-14,12.64,19.6,794716.0,240805.0,172429.0,68376.0,4309.0,-30472.0,34781.0,3723.0,-9.651898734177223,-9.651898734177223,-11.629746835443044,-15.981012658227856,-9.572784810126588,10.6012658227848
S3_nc_s_cover_big,2015-09-01,10.71,6.4,818040.0,230003.0,215866.0,14137.0,-8241.0,-33653.0,25412.0,-17938.0,3.361344537815114,6.72268907563025,7.096171802054152,20.261437908496728,36.78804855275444,39.2156862745098
S3_nc_s_cover_big,2015-09-08,11.07,9.6,817130.0,224551.0,173980.0,50571.0,-5452.0,-41886.0,36434.0,-910.0,2.981029810298108,2.981029810298108,-1.7163504968382925,23.12556458897923,39.927732610659426,38.57271906052393
S3_nc_s_cover_big,2015-09-29,11.76,25.2,750053.0,214717.0,134816.0,79901.0,-1199.0,-35285.0,34086.0,-20882.0,15.901360544217692,15.901360544217692,17.602040816326525,22.619047619047628,27.55102040816326,28.826530612244895
S3_nc_s_cover_big,2015-10-06,13.63,60.4,743349.0,213865.0,83340.0,130525.0,-852.0,-51476.0,50624.0,-6704.0,1.4673514306676294,1.4673514306676294,3.1548055759354376,13.646368305209089,12.545854732208351,11.812179016874547
S3_nc_s_cover_big,2016-03-01,14.39,76.8,752262.0,184697.0,98185.0,86512.0,-10376.0,-30240.0,19864.0,-45943.0,3.2661570535093665,3.2661570535093665,6.4628214037526055,10.284920083391235,8.061153578874226,19.249478804725495
S3_nc_s_cover_big,2016-03-08,14.86,88.4,751073.0,174952.0,62593.0,112359.0,-9745.0,-35592.0,25847.0,-1189.0,3.0955585464333746,3.0955585464333746,11.574697173620452,-1.6150740242261152,12.045760430686393,21.668909825033644
S3_nc_s_cover_big,2016-06-21,19.24,96.4,899424.0,349725.0,32409.0,317316.0,20896.0,-34351.0,55247.0,-40657.0,2.9625779625779725,2.9625779625779725,6.912681912681928,0.20790020790022457,2.494802494802495,6.444906444906451
S3_nc_s_cover_big,2017-11-14,15.1,47.6,708272.0,181273.0,172908.0,8365.0,10372.0,-33715.0,44087.0,-3508.0,-1.4569536423840956,-1.4569536423840956,-0.1986754966887383,-8.278145695364236,-6.092715231788082,-9.0728476821192
S3_nc_s_cover_big,2018-03-06,13.45,14.4,841282.0,179921.0,261949.0,-82028.0,-15172.0,-33470.0,18298.0,-23226.0,-6.171003717472123,-6.171003717472123,-6.617100371747209,-8.773234200743495,-12.639405204460964,-4.907063197026018
S3_nc_s_cover_big,2018-05-29,12.46,16.8,1006973.0,249092.0,260310.0,-11218.0,-2819.0,-37255.0,34436.0,-25730.0,-3.5313001605136507,-3.5313001605136507,-0.882825040128421,-2.7287319422151013,-10.272873194221521,-18.29855537720707
S3_nc_s_cover_big,2018-06-05,12.02,10.8,997686.0,244496.0,218282.0,26214.0,-4596.0,-42028.0,37432.0,-9287.0,2.7454242928452555,2.7454242928452555,-1.4975041597337757,-5.241264559068215,-12.811980033277859,-13.727121464226288
S3_nc_s_cover_big,2018-09-11,11.18,17.6,907199.0,194789.0,298065.0,-103276.0,-24104.0,-37183.0,13079.0,-103429.0,-5.903398926654746,-5.903398926654746,-7.334525939177105,16.010733452593918,15.921288014311274,13.77459749552774
S3_nc_s_cover_big,2018-09-18,10.52,6.0,811721.0,188789.0,237017.0,-48228.0,-6000.0,-61048.0,55048.0,-95478.0,-1.520912547528519,-1.520912547528519,14.733840304182522,25.95057034220534,19.86692015209126,21.10266159695817
S3_nc_s_cover_big,2018-10-09,12.97,60.4,748480.0,178309.0,212631.0,-34322.0,-13117.0,-58679.0,45562.0,-63888.0,2.1588280647648395,2.1588280647648395,6.476484194294518,-0.07710100231302919,-1.927525057825752,-8.018504240555135
S3_nc_s_cover_big,2018-10-16,13.25,65.2,744792.0,175331.0,163771.0,11560.0,-2978.0,-48860.0,45882.0,-3688.0,4.226415094339631,4.226415094339631,0.5283018867924483,-4.830188679245284,-3.849056603773582,-3.698113207547171
S3_nc_s_cover_big,2019-06-11,12.54,59.6,993278.0,205247.0,281635.0,-76388.0,-12155.0,-36836.0,24681.0,-32707.0,0.5582137161084466,0.5582137161084466,-1.674641148325351,-0.31897926634768536,-9.569377990430617,-12.51993620414672
S3_nc_s_cover_big,2019-06-18,12.61,60.8,936818.0,202237.0,225494.0,-23257.0,-3010.0,-56141.0,53131.0,-56460.0,-2.2204599524187074,-2.2204599524187074,-2.0618556701030966,-6.5027755749405225,-7.930214115781132,-14.908802537668508
S3_nc_s_cover_big,2019-10-01,12.88,84.8,880474.0,208928.0,318097.0,-109169.0,-6189.0,-45241.0,39052.0,-98530.0,-3.2608695652173947,-3.2608695652173947,-2.2515527950310643,-4.192546583850943,-0.7763975155279601,4.347826086956519
S3_nc_s_cover_big,2019-11-19,12.69,75.6,952863.0,198094.0,281545.0,-83451.0,5035.0,-49761.0,54796.0,-16389.0,0.7092198581560183,0.7092198581560183,2.9156816390859097,5.831363278171797,13.869188337273442,20.409771473601257
S3_nc_s_cover_big,2019-12-10,13.46,100.0,1010184.0,226474.0,209344.0,17130.0,10301.0,-58008.0,68309.0,5204.0,-1.411589895988119,-1.411589895988119,-0.6686478454680622,1.634472511144125,10.84695393759285,-6.3150074294205165
S3_nc_s_cover_big,2022-03-08,19.43,75.6,837413.0,213623.0,62547.0,151076.0,32692.0,-33845.0,66537.0,21202.0,-3.6026762738033957,-3.6026762738033957,-1.4410705095213694,1.1322696860524895,-4.168811116829641,-0.4117344312918103
S3_nc_s_cover_big,2022-10-11,18.74,50.4,687209.0,183050.0,81935.0,101115.0,15229.0,-38799.0,54028.0,191.0,-0.3735325506936893,-0.3735325506936893,-3.3617929562433257,1.3874066168623411,4.002134471718244,1.1739594450373758
S3_nc_s_cover_big,2025-02-18,20.49,59.6,988298.0,205612.0,226319.0,-20707.0,-26329.0,-32148.0,5819.0,-23597.0,4.343582235236698,4.343582235236698,-11.469009272815999,-2.830649097120541,-14.299658369936552,-11.761835041483648
S3_nc_s_cover_big,2025-02-25,21.38,71.6,965822.0,206226.0,172735.0,33491.0,614.0,-53584.0,54198.0,-22476.0,-15.154349859681936,-15.154349859681936,-12.862488306828812,-8.559401309635161,-16.089803554724035,-17.025257249766135
S3_nc_s_cover_big,2026-03-10,14.32,10.8,1035892.0,198364.0,407119.0,-208755.0,5051.0,-31228.0,36279.0,-12739.0,1.0474860335195624,1.0474860335195624,11.033519553072635,-0.41899441340782495,3.56145251396649,-0.27932960893854997
S3_nc_s_cover_big,2026-03-24,15.9,53.2,940662.0,205205.0,301009.0,-95804.0,12896.0,-99055.0,111951.0,-64947.0,-2.4528301886792447,-2.4528301886792447,-10.31446540880504,-14.52830188679246,-7.169811320754715,-14.402515723270447
S3_nc_s_cover_big,2026-03-31,15.51,43.2,927493.0,192731.0,257848.0,-65117.0,-12474.0,-43161.0,30687.0,-13169.0,-6.060606060606055,-8.059316569954866,-12.959381044487428,-5.286911669890393,-10.251450676982587,-9.73565441650548
S3_nc_s_cover_big,2026-08-11,16.74,99.2,1115157.0,317380.0,289993.0,27387.0,39080.0,-56775.0,95855.0,59349.0,4.420549581839928,4.420549581839928,3.046594982078865,9.61768219832737,,
S3_nc_s_cover_big,2026-08-18,17.48,100.0,1174925.0,325076.0,247124.0,77952.0,7696.0,-42869.0,50565.0,59768.0,-1.3157894736842146,-1.3157894736842146,5.148741418764291,3.0320366132723153,,
S3_nc_s_cover_big,2026-09-08,18.08,98.8,1276579.0,394122.0,235936.0,158186.0,-2539.0,-29200.0,26661.0,1033.0,-0.5530973451327359,-0.5530973451327359,,,,
S5_nc_s_up_2w,2012-01-03,24.51,,567599.0,128269.0,77965.0,50304.0,14782.0,2994.0,11788.0,22807.0,-4.855161158710731,-4.855161158710731,-2.0807833537331732,-3.7535699714402404,1.3871889024887896,0.3671970624234966
S5_nc_s_up_2w,2012-02-14,24.25,,705626.0,146271.0,70269.0,76002.0,9167.0,1201.0,7966.0,9572.0,4.7422680412370966,6.391752577319587,3.134020618556699,0.7835051546391858,-0.12371134020618957,-15.670103092783505
S5_nc_s_up_2w,2012-04-10,23.87,27.4,726557.0,191134.0,66543.0,124591.0,5560.0,472.0,5088.0,-9404.0,-3.5609551738584044,-3.5609551738584044,-7.834101382488479,-14.662756598240467,-16.71554252199414,-8.169250104733973
S5_nc_s_up_2w,2012-04-17,23.02,2.6,730255.0,191803.0,92688.0,99115.0,669.0,26145.0,-25476.0,3698.0,-4.430929626411817,-4.430929626411817,-8.99218071242398,-11.424847958297125,-13.119026933101651,-2.4326672458731435
S5_nc_s_up_2w,2012-04-24,22.0,3.6,725118.0,187309.0,105019.0,82290.0,-4494.0,12331.0,-16825.0,-5137.0,-4.772727272727273,-4.772727272727273,-7.40909090909091,-9.45454545454545,-1.7272727272727217,5.409090909090919
S5_nc_s_up_2w,2012-05-01,20.95,1.1,706597.0,184434.0,112721.0,71713.0,-2875.0,7702.0,-10577.0,-18521.0,-2.768496420047728,-2.768496420047728,-2.673031026252981,-7.016706443914078,2.24343675417662,7.0167064439141
S5_nc_s_up_2w,2012-05-08,20.37,1.1,715111.0,180816.0,120056.0,60760.0,-3618.0,7335.0,-10953.0,8514.0,0.09818360333824216,0.09818360333824216,-2.2091310751104487,-2.4054982817869552,7.60922925871379,8.198330878743242
S5_nc_s_up_2w,2012-05-15,20.39,5.1,727267.0,184270.0,125260.0,59010.0,3454.0,5204.0,-1750.0,12156.0,-2.3050514958312895,-2.3050514958312895,-4.4629720451201615,-1.9127023050514946,10.152035311427166,2.0107896027464545
S5_nc_s_up_2w,2012-06-05,19.06,1.8,775795.0,200920.0,129053.0,71867.0,3162.0,705.0,2457.0,22255.0,6.558237145855195,6.558237145855195,13.168940188877244,15.477439664218284,18.363064008394538,3.305351521511035
S5_nc_s_up_2w,2012-08-07,21.42,29.5,662690.0,170204.0,46941.0,123263.0,-9246.0,1833.0,-11079.0,-9174.0,-5.135387488328669,-5.135387488328669,-7.656395891690016,-10.130718954248374,0.7469654528477809,-9.150326797385622
S5_nc_s_up_2w,2012-08-14,20.32,12.4,676534.0,156976.0,57102.0,99874.0,-13228.0,10161.0,-23389.0,13844.0,-2.657480314960625,-2.657480314960625,-0.7874015748031482,-2.952755905511817,3.740157480314954,-6.742125984251979
S5_nc_s_up_2w,2012-08-21,19.78,6.6,690427.0,151013.0,76200.0,74813.0,-5963.0,19098.0,-25061.0,13893.0,1.921132457027297,1.921132457027297,-2.6794742163801843,-3.3872598584428815,1.6683518705763234,-2.7300303336703857
S5_nc_s_up_2w,2012-08-28,20.16,13.5,723416.0,164886.0,89772.0,75114.0,13873.0,13572.0,301.0,32989.0,-4.067460317460315,-4.513888888888895,-2.182539682539686,-3.6210317460317443,-2.3809523809523836,-2.5793650793650813
S5_nc_s_up_2w,2012-09-04,19.34,2.3,728205.0,167764.0,106757.0,61007.0,2878.0,16985.0,-14107.0,4789.0,0.5170630816959676,0.5170630816959676,0.5170630816959676,11.633919338159249,1.1375387797311287,-0.9307135470527417
S5_nc_s_up_2w,2012-09-11,19.44,5.6,725692.0,173290.0,119051.0,54239.0,5526.0,12294.0,-6768.0,-2513.0,0.0,0.0,2.160493827160481,10.442386831275696,0.7716049382715973,0.6687242798353754
S5_nc_s_up_2w,2012-10-23,19.65,12.4,709045.0,157763.0,95648.0,62115.0,-5965.0,3446.0,-9411.0,8011.0,-0.45801526717557106,-0.45801526717557106,-0.3053435114503733,1.2722646310432628,-2.1374045801526576,-6.055979643765896
S5_nc_s_up_2w,2012-10-30,19.56,10.7,721447.0,158622.0,108753.0,49869.0,859.0,13105.0,-12246.0,12402.0,0.15337423312884457,0.15337423312884457,-1.0736196319018232,-2.0449897750511203,-0.5623721881390598,-3.9877300613496813
S5_nc_s_up_2w,2012-11-06,19.59,14.1,716401.0,157055.0,121092.0,35963.0,-1567.0,12339.0,-13906.0,-5046.0,-1.225114854517606,-1.225114854517606,1.5824400204185851,-0.10209290454312736,-3.7774374680959566,-4.389994895354765
S5_nc_s_up_2w,2012-11-13,19.35,6.2,722855.0,160121.0,130872.0,29249.0,3066.0,9780.0,-6714.0,6454.0,2.8423772609818876,2.8423772609818876,-0.9819121447028456,-4.186046511627916,-0.8268733850129162,-4.496124031007753
S5_nc_s_up_2w,2012-12-18,19.39,14.1,754990.0,178111.0,143405.0,34706.0,7438.0,3186.0,4252.0,-9204.0,-1.9082001031459517,-1.7534811758638469,-1.4956162970603315,-5.105724600309447,-7.168643630737492,-5.77617328519856
S5_nc_s_up_2w,2013-01-15,18.7,1.6,786010.0,186907.0,146992.0,39915.0,2234.0,6647.0,-4413.0,20242.0,-2.834224598930468,-0.7486631016042855,-0.16042780748661833,-2.4064171122994638,0.8556149732620311,-3.4224598930481354
S5_nc_s_up_2w,2013-01-22,18.17,0.4,823614.0,195714.0,178505.0,17209.0,8807.0,31513.0,-22706.0,37604.0,0.9906439185470628,0.9906439185470628,2.036323610346713,0.9906439185470628,0.8255365987892116,-2.806824435883337
S5_nc_s_up_2w,2013-02-12,18.09,0.4,848854.0,204192.0,193540.0,10652.0,5168.0,20005.0,-14837.0,7603.0,0.7186290768380177,1.4372581536760798,-1.3819789939192972,3.7589828634604805,-1.492537313432829,-3.427307904919852
S5_nc_s_up_2w,2013-02-19,18.22,2.8,825539.0,196667.0,211467.0,-14800.0,-7525.0,17927.0,-25452.0,-23315.0,-2.3600439077936297,-2.3600439077936297,-0.2195389681668436,0.658616904500553,-2.4698133918770515,-7.0801317233809
S5_nc_s_up_2w,2013-04-02,17.59,0.4,857592.0,208372.0,222478.0,-14106.0,2694.0,34345.0,-31651.0,20759.0,0.7390562819783897,0.7390562819783897,1.7623649801023156,0.4548038658328757,-5.287094940306991,-3.4110289937464566
S5_nc_s_up_2w,2013-04-09,17.72,3.2,870275.0,214068.0,238769.0,-24701.0,5696.0,16291.0,-10595.0,12683.0,1.0158013544018019,1.0158013544018019,0.0,-0.5643340857787726,-7.674943566591419,-7.392776523702027
S5_nc_s_up_2w,2013-05-21,16.88,1.2,863297.0,221241.0,234171.0,-12930.0,1468.0,9962.0,-8494.0,21571.0,-0.9478672985781977,-1.3033175355450122,-3.08056872037914,0.35545023696683664,-3.8507109004739304,1.8364928909952782
S5_nc_s_up_2w,2013-05-28,16.72,0.8,894044.0,235437.0,237973.0,-2536.0,14196.0,3802.0,10394.0,30747.0,-2.0334928229665095,-2.0334928229665095,-2.8708133971291905,1.9138755980861344,-3.409090909090906,-2.2727272727272707
S5_nc_s_up_2w,2013-06-04,16.38,0.4,932648.0,247704.0,244479.0,3225.0,12267.0,6506.0,5761.0,38604.0,-0.8547008547008628,-0.8547008547008628,2.19780219780219,0.793650793650813,3.296703296703307,0.42735042735042583
S5_nc_s_up_2w,2013-06-11,16.24,0.4,926315.0,244450.0,254069.0,-9619.0,-3254.0,9590.0,-12844.0,-6333.0,3.078817733990147,3.078817733990147,4.92610837438423,-0.1847290640393906,3.386699507389168,1.9704433497536922
S5_nc_s_up_2w,2013-07-16,16.0,0.4,859880.0,236472.0,248826.0,-12354.0,52.0,22512.0,-22460.0,24070.0,2.124999999999999,2.124999999999999,5.875000000000008,7.624999999999993,7.1250000000000036,15.999999999999993
S5_nc_s_up_2w,2013-09-03,16.47,13.6,934375.0,243207.0,216481.0,26726.0,117.0,7508.0,-7391.0,25007.0,4.371584699453557,4.371584699453557,2.0036429872495543,11.171827565270199,12.32544019429267,5.403764420157864
S5_nc_s_up_2w,2013-12-03,16.82,25.6,769550.0,218324.0,104068.0,114256.0,-15443.0,18948.0,-34391.0,-15350.0,-1.189060642092743,-1.189060642092743,-5.291319857312726,-3.3293697978596826,-7.253269916765759,5.826397146254458
S5_nc_s_up_2w,2013-12-10,16.62,19.6,808723.0,226854.0,155575.0,71279.0,8530.0,51507.0,-42977.0,39173.0,-4.151624548736466,-4.151624548736466,-2.105896510228644,-7.220216606498198,-5.354993983152834,9.626955475330924
S5_nc_s_up_2w,2013-12-17,15.93,0.4,821697.0,238474.0,199659.0,38815.0,11620.0,44084.0,-32464.0,12974.0,2.1343377275580666,2.1343377275580666,2.0715630885122627,-2.5737602008788496,-1.883239171374762,7.030759573132461
S5_nc_s_up_2w,2013-12-24,16.27,8.0,832792.0,246553.0,212586.0,33967.0,8079.0,12927.0,-4848.0,11095.0,1.2292562999385304,-0.061462814996915416,-5.224339274738776,-6.760909649661951,7.0067609096496675,3.5033804548248337
S5_nc_s_up_2w,2014-01-14,15.5,0.8,819167.0,246739.0,241611.0,5128.0,316.0,22074.0,-21758.0,-18946.0,-2.0000000000000018,-3.0322580645161357,-4.580645161290331,2.0000000000000018,14.967741935483868,10.193548387096762
S5_nc_s_up_2w,2014-01-21,15.19,0.8,825219.0,243808.0,244709.0,-901.0,-2931.0,3098.0,-6029.0,6052.0,-0.7241606319947302,-0.7241606319947302,5.727452271231059,8.360763660302851,14.022383146807105,11.389071757735358
S5_nc_s_up_2w,2014-01-28,15.08,1.6,840563.0,252456.0,258730.0,-6274.0,8648.0,14021.0,-5373.0,15344.0,6.49867374005304,6.49867374005304,2.5198938992042397,14.655172413793105,15.11936339522546,13.527851458885953
