time,open,high,low,close,EMA,EMA,EMA,EMA
1993-10-04,57.7,60.05,57.7,59.85,64.47961785482651,64.16909071491422,62.73432744641269,62.19596387881602
1993-10-11,59.9,60.4,57.71,58.06,64.44174400317561,64.12681327052034,62.67933535880784,62.13891610117718
1993-10-18,58.05,58.38,56.9,57.55,64.40108474651971,64.08129899183162,62.61899023693951,62.07562070667819
1993-10-25,57.42,57.85,56.98,57.27,64.35901345008007,64.03416197458711,62.55606094003434,62.0093362831378
1993-11-01,57.2,58.3,56.2,56.47,64.3124705978672,63.981814832894464,62.48446022309276,61.932931644749694
1993-11-08,56.3,59,56.06,58.36,64.27735277723082,63.942909539933254,62.43593716164461,61.883649828960046
1993-11-15,58.75,62.8,58.51,62.69,64.26798786409081,63.93423888567766,62.438926136213496,61.89477190028474
1993-11-22,62.6,63.15,62.05,62.68,64.25861920412568,63.92555903179753,62.44176229931686,61.9056026326946
1993-11-29,62.7,64.1,61.65,63.76,64.25567749790665,63.92441329455326,62.45727097814843,61.93118052741605
1993-12-06,63.56,65.2,63.16,63.39,64.2505702560311,63.92071493265324,62.468244260758446,61.951302175313764
1993-12-13,63.07,65.55,62.5,65.49,64.25788252590702,63.93157503692554,62.503794328278936,62.00011180048185
1993-12-20,65.65,66.5,65.17,66.48,64.27099236351229,63.949211195839545,62.55057321853448,62.06190336185451
1993-12-27,66.6,68.18,66.4,67.88,64.29228444396355,63.976413886525776,62.613272357139955,62.14215297065652
1994-01-03,67.4,69.38,65.9,68.29,64.31586978647704,64.00626569353943,62.68005738823243,62.22695086071643
1994-01-10,67.96,70,67.31,69.98,64.34928648390195,64.04760641538346,62.76593906601793,62.333889469534135
1994-01-17,69.98,72.9,69.6,72.48,64.39725529520636,64.1059620803289,62.880222135829484,62.47383582167849
1994-01-24,72.21,75.86,72.05,75.86,64.46488210762402,64.18730490330239,63.03292540481973,62.658472568965685
1994-01-31,76.65,78.36,74.8,77.23,64.54019253766754,64.27756576902348,63.19994981182185,62.859459154221334
1994-02-07,77.6,78.4,75.2,77.28,64.61535364364,64.36754801283647,63.36559746109454,63.05836316588724
1994-02-14,77.15,77.88,75.85,77.8,64.69313916786632,64.46050615807636,63.53541396155225,63.26169608773707
